Form,What's your cohort?,Hiring Company,Job Title,Salary,"Job location (City, Country)","Date you first got a job offer, coming out of Makers Academy","How many companies did you interview with, before you got your first offer?",Date you accepted this job offer,Date you start this job you've accepted,"How many companies did you interview with, before you got this offer that you're accepting?",What tech will you be working with?,How did you get this job?,Tell us more,What did we do well?,How could careers support at Makers be improved?,How likely are you to recommend the Makers Academy Careers Team to future cohorts?,Conversion Date,Conversion Title,Contact ID,NPS
CongratsForm260,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-29 15:58:50,,,
,,,,,,,,,,,,,,,,,2020-09-29 10:02:19,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-28 11:51:12,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-24 15:24:29,,,
,,Just Eat,Associate Software Engineer,35000,"Bristol, United Kingdom",24/09/2020,15,24/09/2020,12/10/2020,8,.NET,MA Hiring Partner,,Feedback that helped me prepare better for my next interview.,They have improved a lot from before by offering interview preparation services,10,2020-09-24 14:57:47,,16088401,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-24 11:40:42,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-23 12:17:22,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-19 07:32:19,,,
,,Dunelm,Site Reliability Engineer,41000,London,08/09/2020,10,09/09/2020,05/10/2020,10,"Python, JavaScript/TypeScript, Serverless, Lambda, AWS",Recruiter,,Interview prep support,"My feedback would be very specific to this time in history;I expected there to be more jobs via Makers. However - as I say, my experience has been coloured from start to finish by the unprecedented circumstances for the last 6+ months so my feedback is probably irrelevant in normal times! This is the main reason my score for recommending (below) isn't higher - but it is just because of the current economic situation and subsequently low number of available jobs. Overall I would like to say thank you for your support in this difficult time.",7,2020-09-16 14:16:33,,16249451,Passive
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-15 22:03:52,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2020-09-15 13:21:17,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-15 11:28:25,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-14 16:29:56,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-14 14:45:30,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-14 14:24:28,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-11 13:04:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-10 11:11:10,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-09 16:55:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-08 18:02:04,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2020-09-03 10:23:34,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-09-02 15:00:35,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-31 09:30:09,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-27 14:09:19,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-27 10:03:22,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-24 17:06:47,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-11 11:01:20,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2020-08-10 21:07:30,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-03 17:15:27,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-08-03 11:29:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-29 18:55:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-24 10:13:07,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2020-07-23 21:03:37,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-23 12:02:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-22 18:34:37,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-21 21:23:58,,,
,,Appscore Technology,Full Stack Developer,325000,London,20/07/2020,1,20/07/2020,22/07/2020,1,"JavaScript, React, Node.js, MongoDB, Express",Job Board,,"Good advice for CVs and cover letter strategy, good encouragement on keeping up the pace of applications, the coach-led projects are great, excellent interview prep with Alice.",not sure,10,2020-07-21 14:04:48,,20253351,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-20 15:15:41,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-20 07:49:38,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-18 16:57:46,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-17 14:10:00,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-16 05:45:41,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-10 16:08:41,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-07-09 18:33:09,,,
,,Ripple Energy,Fullstack Software Engineer,33000,London,03/07/2020,5,06/07/2020,13/07/2020,5,React Webpack Mobx Python Django AWS,Job Board,,Great support and ideas with developer tea and coaching sessions with Toby. Makers project with Ben was also a great idea.,"Maybe each Friday, send a group of classic interview questions that people can interface with to understand where they are at. Meaning either behavioural, or JavaScript questions, or personal project questions. I know they are in the career cache but people need to be reminded frequently.",10,2020-07-07 09:32:22,,,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2020-07-01 21:22:45,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2020-06-25 19:01:40,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-06-05 11:34:51,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-06-05 09:41:56,,,
,,SearchStation,Junior Front-end developer,18000,London,18/05/2020,2,18/05/2020,15/06/2020,2,"JavaScript, PHP, HTML, CSS",Apply direct on company website,,"Offer help where needed, always ready to help with an interview or an application","No comments here, amazing support by amazing people",10,2020-05-18 14:03:29,,16079651,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-05-15 15:44:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-05-14 12:50:50,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-05-13 10:56:58,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-24 09:12:18,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-21 21:24:47,,,
,,Resolver,Junior Developer,32000,"London, England",02/04/2020,2,02/04/2020,21/04/2020,2,Ruby on Rails,Going to a meetup,,The careers team and the most enthusiastic and helpful bunch. It worked so well doing it all remotely which was amazing as we were the first cohort to go from onsite to remote.,I think more coaching should be offered and more coaches available to help throughout the day. Also more promoting of the events outside of Makers as for me they were the most useful way to get a job.,10,2020-04-20 10:44:11,,,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-17 12:36:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-14 13:56:54,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-09 11:56:13,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-08 15:51:49,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-08 15:51:21,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-04-03 14:11:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-13 15:29:37,,,
,,,,,,,,,,,,,,,,,2020-03-12 14:14:23,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-09 23:23:35,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-09 22:47:25,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-09 19:56:25,,,
,,,,,,,,,,,,,,,,,2020-03-09 16:59:50,,,
,,,,,,,,,,,,,,,,,2020-03-09 16:58:20,,,
,,Anthony Nolan,Developer,33000,"London, United Kingdom",04/03/2020,5,04/03/2020,16/03/2020,5,"C#, .NET Core, React",MA Hiring Partner,,Careers fairs v helpful for understanding of employers and roles. Encouragement and feedback on failed applications helped me keep going and improve my pitch.,"Makers’ encouragement/drive to make job-hunting/applications a ‘full time job” asap after graduation needs to be balanced with hearing students' fears. Like some others in my cohort, I did not graduate understanding the Javascript part of the course, and interviews were a futile, confidence-battering ordeal until I decided to ignore Makers’ advice, apply less and devote the vast majority of my time to coding. This was a really, really difficult decision because in doing so I made myself ineligible for the job guarantee. However, my confidence increased and I was better-prepared to pass interviews as a result.",7,2020-03-06 14:21:57,,23066151,Passive
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-06 14:18:46,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-06 14:05:49,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-03-02 16:11:53,,,
,,Wayhome,Junior Backend Developer,30000,"London, UK",25/02/2020,6,25/02/2020,09/03/2020,6,"Python, Asyncio, Aiohttp, Redis, Docker, Kubernetes",Apply direct on company website,,"Support from careers coaches was great - having option to attend stand-ups and come into Makers was invaluable, important for getting support from coaches and fellow grads and not feeling isolated. Also communication with Partnerships team has been excellent, smooth and positive experience! Direction on how to apply for jobs on Hub was pretty straightforward.","It's worked really well for me, it's hard to think of improvements to be honest!",10,2020-02-28 12:58:00,,9165901,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-24 16:57:22,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-24 13:16:17,,,
,,Avado,Data & Integration Engineer,30000,White City,19/02/2020,3,21/02/2020,09/03/2020,3,"Azure, C#, JavaScript, SQL",MA Hiring Partner,,Support from the Careers Team was great!,Hard to know which outside jobs we are qualified to apply for - maybe more support there?,8,2020-02-24 09:49:14,,9883451,Passive
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-21 11:51:18,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-21 10:30:37,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-20 17:14:48,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-19 22:13:41,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-18 10:25:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-17 14:10:35,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-17 12:28:03,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-11 08:13:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-02-04 15:26:42,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-31 11:04:40,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-31 10:58:36,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-24 14:47:18,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-23 10:45:56,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-18 11:37:16,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-17 13:46:31,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-17 11:35:57,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-14 20:22:30,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-06 15:30:54,,,
,,Farmdrop,Software Engineer,35000,"London, UK",23/12/2019,1,23/12/2019,27/01/2020,1,Ruby,MA Hiring Partner,,Efficient communication and support from Patrick!,Job coaches were difficult to get access to,7,2020-01-05 20:32:20,,3348551,Passive
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2020-01-05 19:35:29,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-22 17:13:42,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-20 16:04:00,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-20 14:06:40,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-20 12:40:21,,,
,,ClearScore,Front end developer,35000,London,27/11/2019,10,27/11/2019,06/01/2020,10,React redux node,MA Hiring Partner,,Really supportive throughout the whole process. Quick with responses and feedback and there was always someone to talk to if I needed it,Would have been good to get a bit more technical support. e.g. some pairing practice sessions  as I found that the most difficult part of the interview process,9,2019-12-10 10:10:44,,10240951,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-09 10:49:49,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-06 16:02:00,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-04 17:09:32,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-04 12:50:47,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-04 11:37:02,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,2019-12-04 08:33:58,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 19:50:49,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 15:13:51,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 14:05:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 13:49:26,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 11:40:09,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 11:05:23,,,
,,ClearScore,Backend Software Developer,35000,London,28/11/2019,1,29/11/2019,06/01/2020,2,Scala,MA Hiring Partner,,"Putting on job fairs, help with what company's are looking for, advice on where else to look for jobs (Silicon Milkaround About)","For me personally, I've gotten everything I need out of the Makers careers team, it's been a blast. I may be able to think of improvements if I had stayed in the process for longer.",10,2019-12-03 10:20:09,,20804301,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-12-03 10:15:00,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-29 11:14:03,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-29 11:13:47,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-29 11:13:46,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-29 11:10:11,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-29 11:09:33,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-23 14:28:56,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-22 12:39:01,,,
,,Deloitte,Software Developer,32000,London,05/11/2019,4,05/11/2019,25/11/2019,4,"AWS, Azure, GCloud",MA Hiring Partner,,Lots of communication with careers fair applications and with the Deloitte interview,Being able to check our CVs and give feedback,10,2019-11-22 12:34:41,,,Promoter
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-18 16:47:06,,,
,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2019-11-15 09:22:02,,,
